Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
Uno Adolf Hggman (-Tuomela),M,23,0,0,Finland,FIN,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,0
"Charles Archibald ""Archie"" Hahn",M,23,167,64,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 100 metres,Gold
"Charles Archibald ""Archie"" Hahn",M,25,167,64,United States,USA,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,Gold
Otto Hahnel-Kohout,M,0,0,0,Bohemia,BOH,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Abebe Hailou,M,23,0,0,Ethiopia,ETH,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Earl Haley,M,25,183,82,Guyana,GUY,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
James Stanton Hall,M,21,0,0,India,IND,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Jn Halldrsson,M,22,0,0,Iceland,ISL,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
"Donald George ""Don"" Halliday",M,25,174,65,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Reijo Edvard Halme,M,25,168,62,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Wyndham Halswelle,M,23,0,0,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,0
"William Franklin ""Frank"" Hamilton",M,24,176,70,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Paul Hammer,M,19,0,0,Luxembourg,LUX,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Paul Hammer,M,23,0,0,Luxembourg,LUX,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Paul Hnni,M,21,183,75,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Hrur Haraldsson,M,22,0,0,Iceland,ISL,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
"Richard Revell ""Dick"" Harding",M,22,0,0,Canada,CAN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Henry Sutton Harmer,M,24,0,0,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Lauri Jaakoppi Hr,M,24,168,64,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
"Edward James ""Eddie"" Hart",M,23,178,69,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Shavez Hart,M,23,0,0,Bahamas,BAH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
Tommi Mikael Hartonen,M,23,189,85,Finland,FIN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Jak Ali (Jacques Montgomery-) Harvey,M,27,183,73,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
Armin Hary,M,23,182,71,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,Gold
Rauf Mahmoud Hasaas,M,0,0,0,Turkey,TUR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Eduard Haek,M,26,0,0,Czechoslovakia,TCH,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Ivan Zanoni Hausen,M,20,0,0,Brazil,BRA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,0
"Robert Lee ""Bob"" Hayes",M,21,183,86,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,Gold
Akeem Haynes,M,24,170,73,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
"Lynsworth W. ""Lynn"" Headley",M,21,185,75,Jamaica,JAM,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
Alfred Hearn Healey,M,26,0,0,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,0
John Crocker Heap,M,20,0,0,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
"Frederick J. ""Fred"" Heckwolf",M,25,0,0,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 100 metres,0
Albert Eduard Heijnneman,M,23,0,0,Netherlands,NED,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
"Harold William ""Hal"" Heiland",M,22,180,70,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
Albert Heis,M,24,172,75,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Miksa Hellmich,M,24,0,0,Hungary,HUN,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Voitto Valdemar Hellstn,M,20,160,72,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Paul John Henderson,M,25,184,81,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
"Wilhelm Marie ""Wim"" Hennings",M,22,0,0,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Victor Henny,M,20,0,0,Netherlands,NED,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Anson Henry,M,29,184,82,Canada,CAN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
Anthony Henry,M,17,171,63,Antigua and Barbuda,ANT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Arqumedes Herrera,M,29,178,76,Venezuela,VEN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
Max Herrmann,M,27,176,67,Germany,GER,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
"George Black ""Buck"" Hester",M,21,0,0,Canada,CAN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
"George Black ""Buck"" Hester",M,25,0,0,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
"Wilfred Reginald ""Will"" Hildreth",M,0,0,0,India,IND,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Joseph Hilger,M,0,0,0,Luxembourg,LUX,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
William Arthur Hill,M,23,0,0,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Andrew Hinds,M,24,163,80,Barbados,BAR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
"James Ray ""Jim"" Hines",M,22,183,81,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,Gold
Jobst Hirscht,M,24,174,65,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Dmytro Leonidovych Hlushchenko,M,27,187,87,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
Ho Thnh Chinh,M,22,169,60,South Vietnam,VNM,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
Neville Gomez Hodge,M,28,172,64,United States Virgin Islands,ISV,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Neville Gomez Hodge,M,32,172,64,United States Virgin Islands,ISV,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Neville Gomez Hodge,M,36,172,64,United States Virgin Islands,ISV,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Arthur Ernst Hoffmann,M,20,175,64,Germany,GER,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Fritz Hofmann,M,24,167,56,Germany,GER,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's 100 metres,Silver
Fritz Hofmann,M,34,167,56,Germany,GER,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,0
"Hector Dennis ""Hec"" Hogan",M,25,170,65,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,Bronze
"William Peter ""Bill"" Hogenson",M,19,0,0,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 100 metres,Bronze
Gary Alfred Holdsworth,M,23,179,77,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
Cyril Butler Holmes,M,21,180,75,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Olof Agne Laurentius Holmstrm,M,26,197,84,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Jacobus Johannes Hoogveld,M,23,0,0,Netherlands,NED,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Miroslav Horic,M,30,173,74,Czechoslovakia,TCH,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
"Gerhard ""Gerd"" Hornberger",M,26,179,75,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Tomio Hosoda,M,26,172,65,Japan,JPN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
John Hou,M,19,178,60,Papua New Guinea,PNG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Hubert Houben,M,30,169,67,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Philippe Georges Albert Alexis Fernand  Housiaux,M,20,186,72,Belgium,BEL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
"John Armstrong ""Army"" Howard",M,23,189,0,Canada,CAN,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
Hu Kai,M,26,182,80,China,CHN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
Huang Hsin-Ping,M,19,178,77,Chinese Taipei,TPE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Huang Suh-Chuang,M,25,173,67,Chinese Taipei,TPE,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,0
Harry J. Huff,M,27,0,0,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Bruce Arthur Humber,M,22,186,75,Canada,CAN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
William Walton Hunt,M,22,0,0,Australia,AUS,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Oliver Stanford Hunter,M,0,0,0,Guyana,GUY,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Anton Husgafvel (-Salmenkyl),M,23,174,59.5,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
"Robert Bruce McDiarmid ""Bob"" Hutchison",M,21,0,0,Canada,CAN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Kemar Dwain Hyman,M,22,178,74,Cayman Islands,CAY,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,0
Kemar Dwain Hyman,M,26,178,74,Cayman Islands,CAY,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
Evaristo Iglesias Royero,M,31,183,72,Cuba,CUB,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Hideo Iijima,M,20,175,75,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
Hideo Iijima,M,24,175,75,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Grgoire Illorson,M,25,175,73,Cameroon,CMR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
Josef Imbach,M,25,0,0,Switzerland,SUI,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
"Chukwudi ""Chidi"" Imoh",M,20,188,77,Nigeria,NGR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
"Chukwudi ""Chidi"" Imoh",M,25,188,77,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
"Chukwudi ""Chidi"" Imoh",M,28,188,77,Nigeria,NGR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Sveinn Ingvarsson,M,22,0,0,Iceland,ISL,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Satoru Inoue,M,21,168,65,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Sergejs Inakovs,M,24,178,63,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
"Francis Knox ""Frank"" Irvine",M,21,0,0,South Africa,RSA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Carlos Isaac,M,24,178,62,Argentina,ARG,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,0
Koji Ito,M,30,182,72,Japan,JPN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
William Jack,M,21,0,0,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
"Trenton James ""Trent"" Jackson",M,22,183,79,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
Wilton Jackson,M,28,170,70,Trinidad and Tobago,TTO,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
David Henry Jacobs,M,24,175,70,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
Nils Anton Skotte Jacobsson,M,24,170,63,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
Nestor Jacono,M,23,0,0,Malta,MLT,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,0
Victor Jacquemin,M,16,0,0,Belgium,BEL,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Lucas Jakubczyk,M,31,183,77,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
Mohamed Shah Jalal,M,22,167,61,Bangladesh,BAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Xavier James,M,28,183,79,Bermuda,BER,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Istvn (Stefan) Jankovich,M,22,0,0,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
Abdulieh Janneh,M,22,167,50,Gambia,GAM,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Bakary Banana Jarjue,M,35,170,68,Gambia,GAM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
"Patrick O. ""Pat"" Jarrett",M,27,188,91,Jamaica,JAM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Frank Washington Jarvis,M,21,167,58,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 100 metres,Gold
"Janusz ""Jan"" Jarzembowski",M,22,175,69,Poland,POL,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Edward Barrymore Jefferys,M,24,178,71,South Africa,RSA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,0
"Manikavasagam ""Mani"" Jegathesan",M,20,174,61,Malaysia,MAS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
"Manikavasagam ""Mani"" Jegathesan",M,24,174,61,Malaysia,MAS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Gvido Jekals,M,19,0,0,Latvia,LAT,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Jeong Gi-Seon,M,27,167,64,South Korea,KOR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
"Henry Winston ""Harry"" Jerome",M,19,180,77,Canada,CAN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,0
"Henry Winston ""Harry"" Jerome",M,24,180,77,Canada,CAN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,Bronze
"Henry Winston ""Harry"" Jerome",M,28,180,77,Canada,CAN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Leonard Jervis,M,27,173,69,Bahamas,BAH,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
Jin Seon-Guk,M,25,177,80,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Masahide Jinno,M,27,174,72,Japan,JPN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
Ladislav Jirnek-Strana,M,29,0,0,Bohemia,BOH,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
John Johansen,M,25,0,0,Norway,NOR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Johan Christian Arnt Johnsen,M,27,0,0,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
"Benjamin Sinclair ""Ben"" Johnson, Jr.",M,22,177,75,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,Bronze
"Benjamin Sinclair ""Ben"" Johnson, Jr.",M,26,177,75,Canada,CAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
"Benjamin Sinclair ""Ben"" Johnson, Jr.",M,30,177,75,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Curtis Johnson,M,26,184,81,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Dennis Osric Johnson,M,25,180,73,Jamaica,JAM,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
Edwin Luther Kevin Johnson,M,22,178,77,Bahamas,BAH,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Patrick George Johnson,M,27,177,73,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Perry O. Johnson,M,0,0,0,Bermuda,BER,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,0
Wesley Momo Johnson,M,20,168,58,Liberia,LBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
Barnab Jolicoeur,M,29,170,70,Mauritius,MRI,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Karl Arthur Jonath,M,22,179,73,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,Bronze
Anthony Jones,M,29,173,72,Barbados,BAR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
David Henry Jones,M,20,179,76,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,0
"John Wesley ""Johnny"" Jones",M,18,183,77,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
"Kenneth Jeffrey ""Ken"" Jones",M,26,180,75,Great Britain,GBR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,0
"Ronald ""Ron"" Jones",M,34,180,78,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Pearson G. Jordan,M,25,175,67,Barbados,BAR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
Venancio Jos Murca,M,20,180,70,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Venancio Jos Murca,M,24,180,70,Spain,ESP,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Raj Joshi Tilak,M,23,171,60,India,IND,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,0
Lucien Josiah,M,22,170,66,Botswana,BOT,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
"Daniel Jacobus ""Danie"" Joubert",M,23,182,75,South Africa,RSA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Khaled Ibrahim Jouma,M,25,171,66,Bahrain,BRN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Khaled Ibrahim Jouma,M,29,171,66,Bahrain,BRN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Leo Torkild Oscar Jrgensen,M,25,0,0,Denmark,DEN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Juan Junqueras Bogua,M,0,0,0,Spain,ESP,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Alberto Santiago Jurado Gonzlez,M,21,0,0,Ecuador,ECU,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Charles Kachenjela,M,25,170,68,Zambia,ZAM,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
Tommy (-Tams Mezey) Kafri (-Kaffry),M,23,180,79,Israel,ISR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Ichiro Kaga,M,21,0,0,Japan,JPN,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Ferdinand Kaindl,M,0,0,0,Austria,AUT,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Ishmail Dudu Kamara,M,19,0,0,Sierra Leone,SLE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
Masaru Kamata,M,24,172,67,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
"Li Loong ""Calvin"" Kang",M,18,175,62,Singapore,SGP,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
Dimitrios Karabatis,M,20,184,80,Greece,GRE,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Ivaylo Karanyotov,M,22,178,64,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
Jim Peter Karlsson,M,25,175,75,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Takahiko Kasahara,M,21,180,75,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Prodromos Katsantonis,M,28,180,73,Cyprus,CYP,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Shingo Kawabata,M,22,174,65,Japan,JPN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Mikhail Kazantsev,M,24,0,0,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Lambros Kefalas,M,26,178,71,Greece,GRE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
Barrie Harrison Kelly,M,28,180,75,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Erwin Kern,M,23,184,81,Germany,GER,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
"Robert ""Bobby"" Kerr",M,22,171,66,Canada,CAN,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 100 metres,0
"Robert ""Bobby"" Kerr",M,25,171,66,Canada,CAN,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,Bronze
Manfred Kersch,M,22,169,62,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Georgios Pantelis Kesar,M,0,0,0,Greece,GRE,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Reinhold Keskll,M,23,167,60,Estonia,EST,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
